"","Pverr_006","Pverr_007","Pverr_008","Pverr_009","Pverr_106","Pverr_108","Pverr_110","Pverr_112"
"Pver_gene_g14860",0,0,0,0,483,228,206,424
"Pver_gene_g17478",0,0,0,0,60,107,44,112
"Pver_gene_g17475",0,0,0,0,103,11,78,64
"Pver_gene_g17472",39,34,15,35,318,197,188,180
"Pver_gene_g10841",0,10,26,0,209,64,93,134
"Pver_gene_g10842",93,33,68,46,276,97,188,155
"Pver_gene_g11139",0,0,5,0,1099,702,263,1655
"Pver_gene_g11138",138,131,176,136,112,28,90,141
"Pver_gene_g11135",0,0,0,0,48,26,51,87
"Pver_gene_g11132",0,0,0,0,66,55,66,179
"Pver_novel_gene_691_5de57afd",584,507,717,396,204,15,132,393
"Pver_gene_g13404",43,106,97,56,416,152,215,394
"Pver_gene_g13408",515,591,586,396,343,127,213,332
"Pver_gene_g10262",40,70,98,65,229,80,133,226
"Pver_gene_g15724",66,85,148,31,239,60,170,189
"Pver_gene_g15725",106,221,248,122,130,54,82,71
"Pver_gene_g15720",0,46,74,18,267,70,124,324
"Pver_gene_g15721",0,0,0,0,229,30,134,371
"Pver_novel_gene_634_5de57afd",0,3,2,0,86,62,34,203
"Pver_gene_g13181",0,23,55,33,1683,395,631,1761
"Pver_gene_g7704",55,44,43,37,896,213,490,912
"Pver_gene_g7705",0,0,0,0,130,62,67,255
"Pver_gene_g13189",36,29,37,16,14,0,0,0
"Pver_gene_g6893",0,0,0,0,38,14,43,94
"Pver_gene_g634",0,33,34,20,307,42,247,352
"Pver_gene_g635",196,206,224,243,246,30,42,149
"Pver_gene_g6899",37,58,65,74,145,62,98,208
"Pver_gene_g6752",0,0,0,0,63,32,62,99
"Pver_gene_g8934",356,433,533,369,137,0,73,80
"Pver_gene_g16203",16,22,13,10,130,36,189,158
"Pver_gene_g11257",0,0,21,0,150,24,76,177
"Pver_gene_g18812",226,272,337,228,29,7,45,24
"Pver_gene_g2987",248,262,151,133,81,21,63,47
"Pver_gene_g2985",78,72,74,112,846,172,435,845
"Pver_gene_g2984",66,118,185,112,5247,1177,2008,5160
"Pver_gene_g2989",123,137,122,151,939,175,275,931
"Pver_gene_g3587",0,4,0,0,46,96,22,73
"Pver_gene_g3583",0,11,0,0,57,15,28,22
"Pver_gene_g3638",0,0,7,4,206,79,51,126
"Pver_gene_g1675",108,111,134,103,69,22,39,27
"Pver_gene_g1676",19,33,29,32,151,15,38,91
"Pver_gene_g4009",0,0,27,28,685,246,608,715
"Pver_gene_g4000",144,180,192,95,22,32,41,25
"Pver_gene_g4003",0,0,51,0,5242,1269,2256,4901
"Pver_gene_g4004",435,588,542,455,13,4,43,77
"Pver_gene_g4005",76,53,39,57,946,239,415,1213
"Pver_gene_g4007",141,233,288,166,1235,442,415,1165
"Pver_gene_g5356",0,0,0,0,281,67,146,260
"Pver_gene_g5355",40,81,100,57,185,78,159,132
"Pver_gene_g5353",27,56,59,61,268,66,135,316
"Pver_gene_g5351",249,166,211,185,63,14,64,100
"Pver_gene_g5350",366,237,281,83,34,44,62,36
"Pver_gene_g4916",0,29,40,27,417,61,114,304
"Pver_gene_g4917",107,141,170,132,318,84,193,299
"Pver_gene_g4912",908,870,1140,962,88,29,66,56
"Pver_gene_g2510",302,309,394,99,8121,5484,8014,9691
"Pver_gene_g2511",242,345,337,279,121,23,69,182
"Pver_gene_g2513",0,15,25,26,58,57,45,86
"Pver_gene_g2514",43,48,87,61,56,11,21,31
"Pver_gene_g15102",2422,2759,3685,2262,388,46,247,141
"Pver_gene_g15101",224,149,153,100,23,7,42,12
"Pver_gene_g12656",488,836,673,341,2873,1479,2454,4271
"Pver_gene_g12655",79,94,74,56,588,415,305,636
"Pver_gene_g437",0,0,0,0,18,12,20,37
"Pver_gene_g8627",0,0,0,0,76,152,434,114
"Pver_gene_g386",283,221,267,176,99,56,38,62
"Pver_gene_g14763",382,355,497,381,0,0,0,0
"Pver_gene_g383",0,9,0,0,120,63,55,122
"Pver_gene_g11300",38,25,0,0,656,287,450,656
"Pver_gene_g11303",131,125,103,80,494,270,274,326
"Pver_gene_g11304",277,286,274,232,18,14,25,53
"Pver_gene_g11305",114,96,174,66,0,0,0,0
"Pver_gene_g11309",0,0,8,0,121,17,47,176
"Pver_gene_g15680",0,0,34,14,819,109,287,712
"Pver_gene_g6662",6,21,11,0,117,42,99,69
"Pver_gene_g6663",29,37,45,33,268,146,164,166
"Pver_gene_g6660",32,44,23,34,316,79,103,355
"Pver_gene_g6661",6,7,0,0,451,82,78,220
"Pver_gene_g25720",0,0,0,0,24,17,16,35
"Pver_gene_g25722",0,0,0,0,107,30,88,100
"Pver_gene_g7132",45,63,68,12,356,147,103,408
"Pver_gene_g9660",38,49,29,24,160,58,128,145
"Pver_gene_g1479",125,129,299,148,684,128,296,578
"Pver_gene_g1476",107,206,131,130,34,4,26,16
"Pver_gene_g1473",1358,1466,1613,1218,74,10,71,58
"Pver_gene_g8213",916,637,729,493,17,0,22,47
"Pver_gene_g8214",829,646,846,649,320,122,237,298
"Pver_gene_g8216",0,0,0,0,665,218,337,664
"Pver_gene_g17788",328,543,531,371,115,21,61,117
"Pver_gene_g26400",68,107,132,46,510,128,537,675
"Pver_gene_g26409",11,49,40,14,144,72,82,125
"Pver_gene_g26408",92,89,95,87,479,110,151,257
"Pver_gene_g17782",474,647,661,332,1240,523,571,1120
"Pver_gene_g5889",0,62,59,38,462,186,82,463
"Pver_gene_g5888",0,0,7,5,36,17,31,57
"Pver_gene_g7952",99,77,146,161,47,21,31,31
"Pver_gene_g7951",250,275,381,252,64,0,76,50
"Pver_gene_g2357",0,0,10,0,597,123,299,668
"Pver_gene_g2355",0,0,0,0,38,20,25,11
"Pver_gene_g2350",0,0,0,0,20,25,41,33
"Pver_gene_g2351",0,0,0,0,64,55,79,44
"Pver_gene_g2055",224,87,61,46,24,8,20,31
"Pver_gene_g16157",12,20,14,13,83,35,57,63
"Pver_gene_g16159",269,332,349,267,274,123,162,239
"Pver_gene_g2824",110,211,226,190,27,14,20,19
"Pver_gene_g2823",90,105,98,62,8,8,17,0
"Pver_gene_g6309",0,0,0,0,33,19,32,45
"Pver_gene_g6308",34,21,14,0,131,70,69,161
"Pver_gene_g6307",42,40,71,44,2213,585,881,2981
"Pver_gene_g10414",0,0,0,0,840,384,594,1643
"Pver_gene_g10413",0,0,29,0,6428,2613,3092,9302
"Pver_gene_g10412",0,0,98,0,10020,3292,5157,15570
"Pver_gene_g10411",0,0,67,0,7931,3387,3890,12467
"Pver_gene_g10410",0,0,0,0,88,82,132,164
"Pver_gene_g4624",41,17,23,41,112,46,48,140
"Pver_gene_g4626",0,12,31,5,321,66,113,211
"Pver_gene_g20918",0,0,0,6,61,24,60,187
"Pver_gene_g855",0,10,17,0,274,195,110,397
"Pver_gene_g16522",312,299,462,376,230,43,79,100
"Pver_gene_g15343",0,0,9,11,87,16,46,79
"Pver_gene_g850",0,0,0,0,258,31,120,114
"Pver_gene_g13330",0,12,5,0,45,23,60,67
"Pver_gene_g13338",21,58,33,16,173,53,51,210
"Pver_gene_g23330",209,305,460,256,1158,264,626,1149
"Pver_gene_g5146",75,124,76,63,72,17,44,67
"Pver_gene_g5142",358,442,651,370,3962,1492,1485,4660
"Pver_gene_g5141",0,0,0,0,73,12,38,43
"Pver_gene_g5149",0,15,0,21,257,48,134,289
"Pver_gene_g13800",201,170,244,125,119,47,123,165
"Pver_gene_g13803",104,209,222,148,114,32,28,85
"Pver_gene_g13805",0,0,0,0,37,15,71,38
"Pver_gene_g13804",69,78,107,71,0,0,2,0
"Pver_gene_g11404",0,11,0,4,127,27,81,113
"Pver_gene_g11402",842,806,862,622,111,0,40,62
"Pver_gene_g15316",0,12,110,0,10422,1495,2405,10771
"Pver_gene_g15315",45,72,66,51,152,59,102,124
"Pver_gene_g15311",140,148,174,106,388,171,309,357
"Pver_novel_gene_280_5de57afd",142,238,235,147,97,13,53,97
"Pver_gene_g10759",0,0,0,0,250,81,256,326
"Pver_gene_g14041",0,0,0,0,62,29,51,61
"Pver_gene_g194",49,55,47,40,130,72,120,145
"Pver_gene_g196",36,76,91,68,0,0,0,0
"Pver_gene_g192",0,0,15,0,142,44,53,117
"Pver_gene_g199",121,150,118,68,316,153,253,538
"Pver_gene_g198",281,464,384,315,114,36,43,88
"Pver_gene_g3316",68,122,127,124,489,181,379,738
"Pver_gene_g8470",11,25,24,19,85,38,126,94
"Pver_gene_g6493",1857,1989,2127,1406,545,285,459,542
"Pver_gene_g6495",0,0,0,0,85,17,30,90
"Pver_gene_g6494",255,251,268,154,24,0,61,93
"Pver_gene_g7361",168,123,234,118,64,21,54,31
"Pver_gene_g7363",329,476,599,298,156,57,66,130
"Pver_gene_g7364",0,0,0,0,69,27,32,82
"Pver_gene_g6104",229,315,346,251,1160,408,421,1108
"Pver_gene_g9785",299,417,390,307,74,24,108,116
"Pver_gene_g9789",91,138,227,143,83,35,51,118
"Pver_gene_g1207",189,169,227,199,104,21,71,104
"Pver_gene_g1201",36,17,7,4,271,28,106,267
"Pver_gene_g1203",454,297,233,166,31,0,24,48
"Pver_gene_g1202",85,76,119,62,27,12,9,30
"Pver_gene_g9435",236,163,226,76,128,47,82,87
"Pver_gene_g6965",0,0,0,0,78,38,107,203
"Pver_gene_g5438",80,87,129,62,1461,309,664,1246
"Pver_gene_g5437",387,415,490,240,175,86,179,187
"Pver_gene_g5433",590,825,777,583,628,186,372,754
"Pver_gene_g3879",87,147,210,111,53,0,0,0
"Pver_gene_g25940",0,0,0,0,15,17,26,33
"Pver_gene_g25946",0,45,34,26,182,21,111,228
"Pver_gene_g16698",0,31,59,20,269,165,173,358
"Pver_gene_g16691",0,0,0,0,91,70,20,105
"Pver_gene_g17817",19,23,24,28,472,85,320,492
"Pver_gene_g16340",0,9,17,0,54,13,22,76
"Pver_gene_g13488",718,1100,1278,878,587,91,308,707
"Pver_gene_g13485",689,634,1039,564,1943,332,833,2157
"Pver_gene_g13484",0,0,136,18,15981,3909,6224,15511
"Pver_gene_g13486",103,179,92,89,250,87,139,348
"Pver_gene_g13483",0,22,18,20,111,20,72,155
"Pver_gene_g10593",0,0,47,21,435,38,167,303
"Pver_gene_g10591",48,87,106,65,569,89,119,427
"Pver_gene_g14272",1481,1022,1301,869,255,93,156,204
"Pver_gene_g14271",109,153,115,113,54,9,21,23
"Pver_gene_g14270",29,42,48,28,156,88,212,331
"Pver_gene_g17900",0,12,68,16,372,28,153,214
"Pver_gene_g17902",0,27,5,21,92,32,88,108
"Pver_gene_g14457",0,0,0,0,79,25,80,53
"Pver_gene_g14452",0,0,0,0,167,141,167,246
"Pver_gene_g8697",104,161,163,131,30,15,66,46
"Pver_gene_g4425",0,30,75,8,180,82,104,161
"Pver_gene_g13100",0,0,0,0,15,14,31,30
"Pver_gene_g1579",0,8,12,0,50,18,27,52
"Pver_gene_g26263",0,0,0,0,37,25,235,42
"Pver_gene_g6750",131,156,146,113,51,21,31,8
"Pver_gene_g6759",21,24,22,24,284,118,224,311
"Pver_gene_g17291",0,0,0,0,448,188,246,762
"Pver_gene_g9579",50,102,83,23,342,183,461,388
"Pver_gene_g1019",0,8,0,0,180,59,96,146
"Pver_gene_g1011",0,0,29,0,93,52,122,69
"Pver_gene_g1012",283,586,382,244,70,25,28,0
"Pver_gene_g4627",277,275,308,229,743,199,287,805
"Pver_gene_g26315",71,119,156,73,87,21,32,57
"Pver_gene_g4628",55,74,120,36,13,14,37,31
"Pver_gene_g16527",234,375,430,249,206,64,140,213
"Pver_gene_g8483",156,182,257,69,23,25,69,86
"Pver_gene_g2598",0,0,17,0,703,353,518,1221
"Pver_gene_g2599",0,0,0,0,108,44,54,114
"Pver_gene_g2591",0,0,0,0,19,14,46,25
"Pver_gene_g17738",63,54,86,45,0,0,0,0
"Pver_gene_g17736",0,0,0,0,21,14,28,21
"Pver_gene_g12529",0,0,0,0,180,72,65,124
"Pver_gene_g10966",0,0,0,0,18,20,32,15
"Pver_gene_g10962",71,106,55,38,27,0,12,27
"Pver_gene_g14275",70,108,145,87,389,102,115,360
"Pver_gene_g14273",235,191,218,133,526,93,307,446
"Pver_gene_g14279",11,29,6,3,60,36,37,23
"Pver_gene_g16061",0,0,0,0,68,15,18,106
"Pver_gene_g16062",843,951,943,697,83,12,47,101
"Pver_gene_g16063",117,169,106,100,49,25,18,32
"Pver_gene_g16064",253,253,439,313,1130,149,396,1114
"Pver_gene_g18553",0,0,0,0,67,46,42,38
"Pver_gene_g13721",0,0,0,0,70,38,31,176
"Pver_gene_g10382",59,53,92,47,12,10,0,0
"Pver_gene_g11386",0,0,0,0,30,16,15,33
"Pver_gene_g15601",0,0,0,0,25,11,42,66
"Pver_gene_g15600",141,128,176,98,124,28,62,95
"Pver_gene_g12899",2351,1959,2307,1848,441,120,203,389
"Pver_gene_g12890",0,0,0,0,197,111,172,341
"Pver_gene_g12893",0,0,0,0,70,15,18,41
"Pver_gene_g12892",0,0,0,0,28,12,32,45
"Pver_gene_g12897",0,0,13,0,51,28,49,72
"Pver_novel_gene_71_5de57afd",0,0,0,17,130,94,154,147
"Pver_gene_g6386",0,0,13,0,82,40,99,71
"Pver_gene_g19377",80,119,168,89,43,21,20,36
"Pver_gene_g7474",0,25,40,18,377,112,267,449
"Pver_gene_g7475",157,320,361,260,221,68,80,264
"Pver_gene_g7478",42,32,68,68,175,44,116,172
"Pver_gene_g7479",0,0,0,0,18,12,21,56
"Pver_gene_g20998",0,0,0,0,70,30,48,55
"Pver_gene_g8018",0,0,15,0,332,65,279,724
"Pver_gene_g8016",111,124,69,66,684,165,256,606
"Pver_gene_g8014",93,73,35,60,920,250,375,875
"Pver_gene_g8012",102,177,160,176,111,60,55,111
"Pver_gene_g1731",109,119,121,129,4915,659,862,9629
"Pver_gene_g1730",0,27,6,0,60,29,61,60
"Pver_gene_g26295",0,0,0,0,90,49,24,71
"Pver_gene_g4813",44,47,129,59,372,162,189,350
"Pver_gene_g4816",141,114,103,84,0,9,12,10
"Pver_gene_g4815",98,72,50,51,365,77,158,499
"Pver_gene_g26129",0,0,0,0,100,93,149,170
"Pver_gene_g15286",0,0,0,0,105,27,12,117
"Pver_gene_g20600",0,0,0,0,39,18,27,40
"Pver_gene_g2418",352,342,398,213,53,18,36,52
"Pver_gene_g2411",348,280,328,302,89,36,50,119
"Pver_gene_g2413",133,223,340,221,93,0,29,84
"Pver_gene_g2412",72,68,108,65,18,19,21,72
"Pver_gene_g11950",502,615,834,529,421,87,354,249
"Pver_gene_g15063",89,115,163,104,1255,184,432,921
"Pver_gene_g15065",0,0,6,0,26,12,25,74
"Pver_gene_g11604",224,329,350,319,1446,248,375,1370
"Pver_gene_g12282",32,73,67,50,134,58,156,268
"Pver_gene_g15396",577,670,898,813,516,128,249,537
"Pver_gene_g15395",0,0,0,0,30,14,96,79
"Pver_gene_g16385",0,0,0,0,24,30,40,62
"Pver_gene_g17500",134,139,172,147,87,28,72,57
"Pver_gene_g12755",219,287,319,182,34,20,42,110
"Pver_gene_g267",201,244,314,225,92,41,105,100
"Pver_gene_g11223",0,0,0,0,16,21,34,13
"Pver_gene_g11222",0,0,0,0,98,135,204,149
"Pver_gene_g11221",61,50,62,58,925,331,397,861
"Pver_gene_g11220",1257,1162,982,705,2393,678,1072,2060
"Pver_gene_g11224",0,0,18,0,67,22,53,34
"Pver_gene_g13570",159,183,206,136,97,34,29,90
"Pver_gene_g13575",0,0,7,0,2127,718,1114,3716
"Pver_gene_g15835",68,71,45,29,0,0,0,19
"Pver_gene_g10558",0,13,0,0,43,18,40,62
"Pver_gene_g7677",7,0,12,0,55,15,38,22
"Pver_gene_g9701",1505,1172,1701,928,390,88,263,414
"Pver_gene_g9703",57,48,119,44,0,0,12,0
"Pver_gene_g9704",0,0,0,0,97,23,58,69
"Pver_gene_g9706",0,0,0,0,141,86,129,219
"Pver_gene_g3820",0,5,28,9,3801,691,1291,3351
"Pver_gene_g1539",0,24,16,0,67,68,64,52
"Pver_novel_gene_503_5de57afd",30,48,75,63,312,94,136,187
"Pver_gene_g23004",130,132,176,179,86,18,39,136
"Pver_gene_g26037",68,109,117,85,28,2,0,0
"Pver_gene_g23002",48,146,153,64,47,13,20,66
"Pver_gene_g23001",430,649,678,496,274,166,370,218
"Pver_gene_g709",629,874,977,647,54,6,52,75
"Pver_gene_g8159",496,731,742,594,253,90,255,290
"Pver_gene_g8156",0,0,20,16,149,29,60,93
"Pver_gene_g8155",114,117,190,93,353,106,257,409
"Pver_gene_g8152",245,390,321,280,157,42,54,169
"Pver_gene_g17378",54,29,62,15,138,36,95,92
"Pver_gene_g9281",0,15,19,0,80,34,84,40
"Pver_gene_g9283",0,22,48,50,114,155,240,226
"Pver_gene_g2166",354,709,687,612,284,87,104,143
"Pver_gene_g2161",32,43,38,26,16,0,7,10
"Pver_gene_g16616",0,0,0,0,728,379,430,1209
"Pver_gene_g16615",0,0,0,0,739,171,300,1570
"Pver_gene_g16613",0,0,0,0,3003,948,1111,4986
"Pver_gene_g6266",0,0,0,0,62,22,28,53
"Pver_gene_g6268",34,15,17,4,90,36,44,76
"Pver_gene_g19233",0,0,11,0,1443,294,385,2248
"Pver_gene_g18724",0,0,0,0,36,23,33,96
"Pver_gene_g10517",0,9,29,5,43,33,58,60
"Pver_gene_g18184",53,34,76,46,187,61,129,206
"Pver_gene_g4137",0,0,0,0,134,36,88,156
"Pver_gene_g14983",221,279,312,147,51,59,96,47
"Pver_gene_g17323",87,145,151,118,38,0,32,10
"Pver_gene_g5778",0,6,0,0,85,20,30,36
"Pver_gene_g5774",0,0,16,0,47,14,31,59
"Pver_gene_g5777",229,201,262,180,113,83,121,108
"Pver_gene_g5771",0,0,0,0,32,32,33,42
"Pver_gene_g1466",52,73,33,38,157,38,106,130
"Pver_gene_g20032",24,16,69,34,0,0,0,0
"Pver_gene_g16429",0,0,0,0,27,70,130,67
"Pver_gene_g2209",71,65,84,57,208,129,232,142
"Pver_gene_g2201",180,236,282,121,35,9,41,56
"Pver_gene_g2202",303,287,449,350,107,24,125,138
"Pver_gene_g15210",0,0,0,0,34,62,98,123
"Pver_gene_g15214",17,57,59,30,154,59,65,200
"Pver_gene_g545",68,88,75,27,0,6,0,0
"Pver_gene_g543",82,109,228,93,55,12,16,40
"Pver_gene_g548",175,227,217,98,351,116,333,323
"Pver_gene_g14163",0,0,0,0,326,159,157,584
"Pver_gene_g14160",172,260,331,145,79,37,24,87
"Pver_gene_g14167",0,0,0,0,200,42,69,199
"Pver_gene_g14166",0,0,0,0,69,68,119,145
"Pver_gene_g14165",0,0,0,0,77,86,145,157
"Pver_gene_g14164",0,0,0,0,96,24,56,81
"Pver_gene_g18901",41,49,44,34,150,26,50,122
"Pver_gene_g2274",59,69,56,64,62,8,29,19
"Pver_gene_g14083",0,0,65,0,6174,1243,2164,6208
"Pver_gene_g2273",167,232,203,148,0,0,26,12
"Pver_gene_g6064",183,228,197,153,13,0,70,16
"Pver_gene_g6063",0,0,0,0,49,11,39,24
"Pver_gene_g6069",172,136,169,106,227,121,164,401
"Pver_gene_g25610",0,0,13,0,67,16,67,81
"Pver_gene_g22968",30,84,141,59,807,85,267,613
"Pver_gene_g22965",0,0,0,0,28,12,42,25
"Pver_gene_g7009",0,0,0,0,460,202,420,885
"Pver_gene_g7007",0,0,0,0,319,476,818,709
"Pver_gene_g7006",0,0,24,0,373,441,302,683
"Pver_gene_g1095",39,33,58,40,148,68,159,219
"Pver_gene_g16834",0,0,0,0,206,52,47,153
"Pver_gene_g16833",166,83,67,77,0,0,0,0
"Pver_gene_g6843",0,0,19,0,121,33,33,117
"Pver_gene_g6840",447,438,446,391,87,31,162,244
"Pver_gene_g6841",35,31,34,17,67,15,50,97
"Pver_gene_g5571",453,594,615,339,311,157,188,260
"Pver_gene_g5570",268,279,291,178,94,56,55,125
"Pver_gene_g5576",0,0,7,0,20,15,19,13
"Pver_gene_g5574",45,48,58,59,354,61,154,306
"Pver_gene_g17049",0,0,0,0,103,18,40,140
"Pver_gene_g3930",391,529,466,386,428,130,250,470
"Pver_gene_g3939",108,117,140,104,36,24,28,21
"Pver_gene_g20230",0,0,0,0,47,15,45,23
"Pver_gene_g9098",0,0,0,0,107,31,60,133
"Pver_gene_g9097",27,78,95,93,157,171,108,257
"Pver_gene_g9090",0,0,0,0,107,46,46,80
"Pver_gene_g16794",0,0,32,12,122,24,75,282
"Pver_gene_g16795",108,176,183,86,70,30,62,86
"Pver_gene_g16798",89,27,35,28,0,0,0,0
"Pver_gene_g3063",28,59,73,35,219,19,60,228
"Pver_gene_g7229",288,244,514,441,1822,220,476,1966
"Pver_gene_g3064",191,323,394,233,247,72,136,217
"Pver_gene_g3069",0,110,158,77,11494,2326,3444,11273
"Pver_gene_g511",23,60,60,37,272,64,102,283
"Pver_gene_g11077",60,44,42,28,274,313,118,200
"Pver_gene_g5613",421,608,909,662,226,119,235,331
"Pver_gene_g5616",0,0,0,0,79,13,41,129
"Pver_gene_g5614",35,106,138,65,0,9,0,0
"Pver_gene_g10308",0,13,17,0,37,48,48,32
"Pver_gene_g17825",0,0,0,0,118,53,87,114
"Pver_gene_g17822",23,49,31,21,115,48,110,96
"Pver_gene_g12810",190,277,263,178,0,10,19,46
"Pver_gene_g12812",26,15,0,0,109,86,118,80
"Pver_gene_g12819",82,68,94,53,219,37,119,230
"Pver_gene_g14559",15,17,32,15,170,88,319,271
"Pver_gene_g14557",34,46,64,22,227,44,70,136
"Pver_novel_gene_145_5de57afd",96,147,221,59,42,13,9,89
"Pver_gene_g13766",48,67,144,90,0,0,1,0
"Pver_gene_g4303",20,25,20,12,74,22,16,56
"Pver_gene_g4309",54,37,44,30,894,300,415,1144
"Pver_gene_g11898",108,130,164,146,90,44,54,143
"Pver_gene_g11899",3629,2411,2700,2142,27,0,15,0
"Pver_gene_g11891",47,81,95,24,31,6,14,16
"Pver_gene_g13020",841,941,964,881,730,118,206,602
"Pver_gene_g23242",481,482,461,318,379,97,197,486
"Pver_gene_g23243",0,0,0,0,133,64,71,160
"Pver_gene_g23247",0,0,0,0,18,13,23,29
"Pver_gene_g23248",0,0,0,0,3673,358,823,3237
"Pver_gene_g14401",0,12,13,0,82,28,36,61
"Pver_gene_g12046",71,94,102,89,360,124,192,331
"Pver_gene_g12044",0,0,0,0,80,108,153,193
"Pver_gene_g11531",0,26,176,16,9973,2463,4214,10972
"Pver_gene_g15403",0,0,0,0,121,32,97,165
"Pver_gene_g15407",21,0,53,17,3660,457,613,3044
"Pver_gene_g975",417,493,631,390,460,108,258,432
"Pver_gene_g357",0,0,0,0,112,62,87,110
"Pver_gene_g356",79,149,160,79,1588,1147,513,2073
"Pver_gene_g354",40,66,153,99,320,144,245,298
"Pver_novel_gene_512_5de57afd",0,0,0,0,78,42,53,56
"Pver_gene_g8385",1062,1312,1505,1283,2725,934,1267,2695
"Pver_gene_g8876",57,93,153,68,26,0,15,47
"Pver_gene_g2345",0,0,8,13,97,6,52,61
"Pver_gene_g2347",0,0,0,0,39,29,44,60
"Pver_gene_g4558",103,133,231,109,91,8,27,34
"Pver_gene_g3265",152,241,246,144,275,414,461,320
"Pver_gene_g3269",0,0,0,0,42,16,58,104
"Pver_gene_g6568",104,121,139,137,2720,522,1015,2443
"Pver_gene_g6565",0,0,0,0,294,60,162,325
"Pver_gene_g6567",0,0,0,0,145,123,64,154
"Pver_gene_g7215",0,14,8,4,43,28,20,47
"Pver_gene_g25792",0,0,22,8,63,47,67,64
"Pver_gene_g25794",65,107,108,106,232,74,98,212
"Pver_gene_g25796",0,0,0,6,129,119,94,88
"Pver_gene_g25799",141,255,376,219,204,24,40,174
"Pver_gene_g16120",0,0,0,0,186,56,89,264
"Pver_gene_g16123",118,114,135,92,925,190,305,892
"Pver_gene_g1118",180,234,209,158,518,137,188,596
"Pver_gene_g1115",259,291,275,202,137,0,76,85
"Pver_gene_g1114",21,44,47,21,106,28,55,71
"Pver_gene_g9322",0,0,0,0,102,24,93,71
"Pver_gene_g9321",0,15,32,6,132,26,87,167
"Pver_gene_g9328",0,0,0,0,22,14,36,17
"Pver_gene_g4549",35,38,19,20,685,317,353,637
"Pver_gene_g4899",76,41,70,17,0,0,0,0
"Pver_gene_g2495",259,388,398,169,1288,359,538,1294
"Pver_gene_g2494",593,559,397,199,195,46,104,117
"Pver_gene_g2491",0,0,0,0,773,260,337,589
"Pver_gene_g2492",226,201,278,127,91,25,74,111
"Pver_gene_g2498",0,0,0,0,185,48,15,122
"Pver_gene_g12204",0,7,51,0,7267,1737,2463,6049
"Pver_gene_g12205",30,45,31,45,144,40,47,106
"Pver_gene_g12202",1221,1621,1664,1139,4692,1260,2077,3923
"Pver_gene_g16189",0,14,12,0,95,14,49,121
"Pver_gene_g16231",235,289,296,179,42,0,29,0
"Pver_gene_g16233",0,0,0,0,79,15,81,125
"Pver_gene_g5682",0,5,4,0,2125,974,329,1539
"Pver_gene_g15522",97,121,170,87,31,30,42,61
"Pver_gene_g15523",0,23,31,28,288,125,129,290
"Pver_gene_g18341",11,7,9,0,76,6,16,27
"Pver_gene_g10173",226,250,213,197,111,62,95,164
"Pver_gene_g12994",9,18,16,22,858,163,236,665
"Pver_gene_g12996",0,0,0,0,3021,147,1464,2891
"Pver_gene_g12991",0,0,0,0,48,30,27,32
"Pver_gene_g12992",83,67,93,56,329,132,193,208
"Pver_gene_g14691",24,21,15,0,79,51,104,63
"Pver_gene_g14693",691,745,1088,746,116,22,33,150
"Pver_gene_g3123",172,105,148,84,74,22,92,52
"Pver_gene_g3125",57,58,63,33,24,4,35,21
"Pver_novel_gene_509_5de57afd",35,36,62,16,199,85,85,94
"Pver_gene_g836",128,155,179,97,60,23,57,157
"Pver_gene_g837",0,20,0,0,113,57,21,62
"Pver_gene_g835",88,114,145,75,29,4,15,66
"Pver_gene_g781",33,46,93,60,657,119,167,406
"Pver_gene_g782",100,89,154,118,19,8,28,26
"Pver_gene_g784",0,0,0,0,77,33,81,169
"Pver_gene_g787",0,0,30,0,259,148,214,218
"Pver_gene_g788",0,0,0,0,81,33,70,117
"Pver_gene_g789",62,64,65,29,221,46,128,134
"Pver_gene_g5929",0,0,0,0,1079,145,258,884
"Pver_gene_g5924",0,18,21,14,105,29,34,94
"Pver_gene_g5925",0,0,0,0,153,38,141,89
"Pver_gene_g14824",0,12,0,11,39,39,62,59
"Pver_gene_g9971",568,743,1205,991,291,31,87,181
"Pver_gene_g7538",0,0,0,0,95,39,66,63
"Pver_gene_g7535",851,965,1196,988,325,55,69,190
"Pver_gene_g7537",0,0,0,0,50,28,17,20
"Pver_gene_g7536",55,55,52,76,199,43,79,213
"Pver_gene_g18101",460,628,608,412,175,39,95,256
"Pver_gene_g5262",36,33,34,45,397,61,150,386
"Pver_gene_g5267",4,9,0,0,92,30,76,62
"Pver_gene_g5265",242,299,301,183,546,360,519,898
"Pver_gene_g14907",0,0,0,0,111,68,26,116
"Pver_gene_g23075",69,30,38,12,120,40,66,213
"Pver_gene_g23070",0,17,0,0,57,79,74,78
"Pver_gene_g5487",0,14,0,0,119,76,267,193
"Pver_gene_g5482",184,307,265,220,534,179,407,497
"Pver_gene_g16415",26,87,72,49,508,112,134,498
"Pver_gene_g2280",1414,1512,1763,1121,496,215,261,433
"Pver_gene_g2282",0,0,0,0,73,57,29,209
"Pver_gene_g2283",18,44,59,35,18,7,12,20
"Pver_gene_g15299",3,0,5,7,35,12,33,12
"Pver_gene_g15292",2053,1583,1938,1388,69,20,42,0
"Pver_gene_g15291",47,45,85,39,263,100,238,310
"Pver_gene_g3888",0,0,0,0,47,40,100,74
"Pver_gene_g54",0,4,6,0,253,139,118,339
"Pver_gene_g3883",53,50,40,16,113,34,98,128
"Pver_gene_g3887",0,0,0,0,227,32,75,149
